NAME	DESCRIPTION	P1-MI-D1	P1-MI-D3	P11-Sham	P2-Sham	P4-Sham	P8-MI-D1	P8-MI-D3	P9-Sham
Pfdn4	na	0.157078799	0.142009012	0.04875958	0.123672985	0.088609618	0.047021463	0.06100562	0.042728817
Gm16796	na	0	0	0	0	0	0	0	0
Gm14637	na	0	0	0	0	0	0	0	0
4930470P17Rik	na	0	0	0	0	0	0	0	0
Gm14264	na	0.000301624	0	0	0	0	0	0	0
Dok5	na	0.029310186	0.027687803	0.034539804	0.013037963	0.010997121	0.032430494	0.026203975	0.060820355
Gm14266	na	0	0	0	0	0	0	0	0
Gm14640	na	0	0	0	0	0	0	0	0
1700007M16Rik	na	0	0	0	0	0	0	0	0
Gm14272	na	0	0	0	0	0	0	0	0
Gm14641	na	0	0	0	0	0	0	0	0
Cbln4	na	0	0	0	0	0	0	0	0
Gm14271	na	0	0	0	0	0	0	0	0
Mc3r	na	0	0	0	0	0	0	0	0
Gm14275	na	0	0	0	0	0	0	0	0
Gm14273	na	0	0	0.001713765	0	0.000565926	0	0.000473731	0.001472972
Fam210b	na	0.045492672	0.040391738	0.04815472	0.049705903	0.034455682	0.007185019	0.022518961	0.038417815
Aurka	na	0.028692442	0.06802947	0.00967197	0.026095707	0.050038387	0.00585225	0.008874941	0.004725096
Cstf1	na	0.061256922	0.080960651	0.032414747	0.054799824	0.03664081	0.038034241	0.043331778	0.026081946
Cass4	na	0.005810653	0.004738668	0.003823263	0.003611962	0.003298691	0.002147637	0.003895709	0.005142771
Rtfdc1	na	0.109612366	0.10674025	0.036639874	0.106395353	0.053846244	0.037764637	0.038147948	0.034779775
Gcnt7	na	0.07078954	0.054531456	0.02898402	0.045021727	0.055024962	0.033760772	0.040395322	0.038887861
Fam209	na	0.000759355	0	0	0.001232075	0	0.000978147	0.004044919	0
Tfap2c	na	0	0	0	0	0	0	0	0
Bmp7	na	0.13989975	0.099041395	0.010499942	0.121794829	0.047512994	0.01313165	0.011013435	0.016938586
Spo11	na	0.005956684	0.002139099	0.006235703	0.004413264	0.017080018	0.012363641	0.001472633	0.009052574
Rae1	na	0.277042031	0.210105094	0.149636545	0.216144822	0.167438898	0.167239046	0.145940331	0.153673288
Rbm38	na	0.308724308	0.355249971	0.421210857	0.332446531	0.226671803	0.323438555	0.425317594	0.352296937
Gm14453	na	0.002933043	0.005191428	0.000624287	0.001709728	0.004336933	0.002518563	0.003969875	0.002898
Ctcfl	na	0.01561227	0.007644502	0.004302929	0.009731542	0.012909542	0.003786127	0.004054443	0.003988436
Ctcflos	na	0.035811902	0.029754167	0.020742776	0.026059122	0.02776894	0.028069657	0.037711621	0.031409341
Pck1	na	0.000415388	0	0	0	0.000656079	0	0	0
Zbp1	na	0.001907668	0.002233581	0.000471219	0.001574682	0	0.000295679	0.00041894	0.000631575
Pmepa1	na	0.179953736	0.262573628	0.098965784	0.105054231	0.09219078	0.166498816	0.191304967	0.096297852
Pmepa1os	na	0.002360237	0.002412843	0.002301795	0.005797764	0.001873454	0.001563773	0.00191811	0.006307273
Gm14642	na	0	0	0	0	0	0	0	0
1700021F07Rik	na	0	0	0	0	0	0	0	0
Ankrd60	na	0	0	0	0	0.000389458	0	0	0
Rab22a	na	0.197285903	0.215757263	0.133615625	0.171502223	0.126349871	0.177854772	0.178353111	0.14492071
1700010B08Rik	na	0	0	0.000280444	0	0	0	0.000739136	0
Vapb	na	0.179997627	0.204942866	0.097832707	0.141722184	0.097809652	0.128623618	0.119565397	0.07964286
Stx16	na	0.351125691	0.356807441	0.247985582	0.333594231	0.269152898	0.259235992	0.324647036	0.288825335
Npepl1	na	0.099691385	0.12955079	0.102465234	0.09861253	0.082538912	0.07941805	0.07637063	0.108441646
Gm10714	na	0.007763924	0.006558187	0.032218905	0.001543137	0.002380967	0.005047868	0.002810705	0.029957068
Nespas	na	0.07696177	0.073702654	0.008464723	0.04968425	0.019978032	0.0320489	0.024346218	0.013682851
Gnas	na	1.209017714	1.224893141	0.435017026	1.287690291	0.971432065	0.464425538	0.513873456	0.475252146
Gm20721	na	0.025347058	0.011482053	0.008091895	0.010402113	0.024759398	0.015068478	0.021800586	0.006853702
Nelfcd	na	0.068628123	0.08535919	0.032538116	0.074966599	0.033670551	0.041100329	0.037395901	0.038148873
Ctsz	na	0.172854026	0.20465743	0.029648796	0.177276942	0.132870344	0.064038418	0.145541465	0.032585972
Tubb1	na	0.00040462	0	0	0	0.000389094	0.000771247	0	0.000596338
Atp5e	na	1.021793709	1.215010889	0.41654016	1.424851145	1.148797678	0.23109027	0.348876677	0.417422168
Slmo2	na	0.195637923	0.227549752	0.056766839	0.228350878	0.147288787	0.037405551	0.070389862	0.063918603
Zfp831	na	0.001033837	0.000342323	0.000895188	0.00107407	0.000300923	0.000704756	0.000567568	0
Edn3	na	0	0	0	0	0.000617089	0	0.000573362	0
Gm14618	na	0	0	0	0	0	0	0.000695462	0
Gm14616	na	0	0	0	0	0	0	0	0
Gm14444	na	0.003024616	0.000884366	0.002055137	0.001669896	0.001919794	0	0.002760132	0.003031343
Gm14393	na	0.004130376	0.00544677	0.002662394	0.007064676	0.003625591	0.006138994	0.004239586	0.003072547
Gm14399	na	0.02812786	0.033942828	0.031539392	0.023981868	0.024017271	0.037957526	0.03745863	0.03414964
Gm14443	na	0.008947278	0.011846306	0.009155218	0.005754779	0.004780558	0.013771038	0.005653206	0.013776435
Gm14391	na	0.027011893	0.026493848	0.022514045	0.022444714	0.0210183	0.037595327	0.040619556	0.023277823
Gm14440	na	0	0	0.000640031	0	0	0	0	0
Gm4631	na	0.000403742	0.000576384	0.0016132	0	0	0.000700753	0.001084678	0.000427112
Gm4723	na	0	0	0	0	0	0	0	0
Gm4724	na	0	0	0	0	0	0	0	0
Gm8923	na	0	0	0	0	0	0	0	0
Gm11007	na	0	0	0	0	0	0	0	0
Gm4245	na	0	0	0	0	0	0	0	0
Gm2007	na	0.000704509	0	0	0	0	0	0.000625926	0
Gm14288	na	0	0	0.000543105	0	0	0	0	0.000470353
Gm6710	na	0.000266069	0	0.001544612	0	0.000971803	0	0.000537841	0.002084572
Gm8898	na	0	0	0	0	0.000547797	0.000988618	0	0
Gm2026	na	0	0	0.001034302	0	0	0	0	0.000510554
Gm11008	na	0.002258435	0.001090655	0.001536613	0.000428291	0.001473817	0.002295736	0.001615655	0.000567705
Gm2004	na	0	0	0	0.000869314	0.000414874	0	0	0
2210418O10Rik	na	0.000599764	0	0.001372324	0.000939577	0.000146587	0.00046057	0	0.001921133
Gm11009	na	0	0	0	0	0	0	0	0
Gm14435	na	0.000993739	0.000602348	0	0	0	0	0	0.000493101
Gm14434	na	0	0	0	0	0.000504518	0	0	0
Gm14431	na	0	0	0	0	0	0	0	0
Gm14308	na	0.018364421	0.017317609	0.022148009	0.014544732	0.010936308	0.025867919	0.027891195	0.015932837
Gm14306	na	0.148487937	0.177700867	0.116618694	0.100433602	0.090184959	0.169984033	0.210161941	0.103459539
Gm14305	na	0.036142225	0.032187509	0.015696658	0.041560518	0.036632643	0.007193278	0.030046654	0.022914209
Gm14295	na	0.024750198	0.024016409	0.011756529	0.044982786	0.025318594	0.009220595	0.035270081	0.013167226
Gm14408	na	0.000543988	0.001514942	0	0.00040326	0	0.002499084	0.001733002	0
Gm14296	na	0.057898652	0.062711862	0.035697703	0.03889676	0.023572167	0.056216562	0.070195348	0.038337207
Gm14419	na	0	0	0.000520973	0.000691032	0	0	0.001771851	0
Gm14401	na	0.001700895	0.003648122	0.003137114	0.003617752	0.003920127	0.002237975	0.003334414	0.002398081
Gm14410	na	0.108048021	0.131639369	0.182637626	0.153607817	0.135005627	0.122133843	0.191278775	0.184916245
Gm14409	na	0.001010301	0.000144316	0	0	0.001570312	0	0	0.001263228
Gm14412	na	0.005682017	0.007649581	0.007608484	0.007509397	0.009352291	0.002474097	0.015688962	0.006015236
Gm14418	na	0.002301752	0.002255875	0.002406561	0.003313464	0.001010447	0.002536524	0.001704736	0.002122213
Gm14420	na	0.026062165	0.021896727	0.012463328	0.028756497	0.015431785	0.015460511	0.042862599	0.010061371
Gm14403	na	0.023363041	0.022384644	0.011422578	0.034095802	0.021620879	0.007449023	0.021367501	0.011119855
Gm14406	na	0.000365238	0.0004154	0.001487271	0	0	0	0.001493045	0.001437512
Gm14322	na	0.001369236	0.002493314	0.002772432	0.004064179	0.003486245	0.001944715	0.001758572	0.000899607
Gm14325	na	0.062727708	0.082443349	0.043689817	0.056920569	0.051891395	0.030898549	0.045954521	0.031645559
Gm14327	na	0.001439665	0.000973558	0.004976198	0.0041989	0	0.001612637	0.003088445	0.001205796
C330013J21Rik	na	0.023523278	0.030776776	0.027734092	0.029710573	0.016254799	0.050677804	0.057848715	0.027933745
Gm14326	na	0.130192953	0.156618796	0.138547648	0.116868705	0.129574778	0.113841252	0.118010229	0.135550584
Etohi1	na	0.0293385	0.028163679	0.012144642	0.019699482	0.020884136	0.014884662	0.020726326	0.009800231
Gm26869	na	0.014423422	0.019229925	0.01717186	0.008495994	0.007546545	0.032356351	0.030442031	0.017210079
Zfp931	na	0.023685328	0.027898092	0.016252496	0.022279961	0.026080828	0.008004467	0.019463197	0.016797409
Phactr3	na	0.012126703	0.008894632	0.004213617	0.003670386	0.004711195	0.015997997	0.008142362	0.010046069
Sycp2	na	0.020680883	0.027007361	0.019163187	0.017764361	0.010436865	0.019347578	0.022946062	0.011970761
Ppp1r3d	na	0.034656324	0.056821985	0.020730331	0.053876364	0.026702082	0.01711936	0.015730369	0.025735688
Fam217b	na	0.032930868	0.035133754	0.021446754	0.013473079	0.008170753	0.021909712	0.018250366	0.014512116
Cdh26	na	0.008196541	0.004703065	0.006261716	0.004497352	0.004672244	0.004114359	0.005642198	0.00653601
4930591A17Rik	na	0	0	0	0	0	0	0	0
Cdh4	na	0.007326783	0.007698811	0.004440242	0.003665594	0.006998811	0.002555393	0.004954816	0.003177987
Taf4a	na	0.104042914	0.141432752	0.128815416	0.074040146	0.050836791	0.119573883	0.118473377	0.122238937
Lsm14b	na	0.066782106	0.080487955	0.019651493	0.04901548	0.019153922	0.028946567	0.031575715	0.013883977
Psma7	na	0.598700613	0.592127201	0.145651993	0.622740449	0.437839752	0.105038561	0.13055417	0.203860116
Ss18l1	na	0.042943017	0.044425357	0.026079754	0.028608929	0.026599497	0.030007281	0.027549731	0.036141175
Mtg2	na	0.135474335	0.128772236	0.171101274	0.128463876	0.105325062	0.085521693	0.105030092	0.156348723
Hrh3	na	0	0	0	0	0	0	0	0
Gm17180	na	0	0	0	0	0	0	0	0
Osbpl2	na	0.109982047	0.120875798	0.106442828	0.107374833	0.103798461	0.079407335	0.089415977	0.107613134
Adrm1	na	0.033711028	0.034847716	0.056390358	0.02876403	0.025584525	0.02422606	0.035768149	0.036312616
Lama5	na	0.118174208	0.130645921	0.049507589	0.078594974	0.066647176	0.068615932	0.081583625	0.057249799
Rps21	na	0.03858955	0.029596066	0.025318781	0.018526368	0.015204897	0.05038051	0.034931401	0.018333158
Cables2	na	0.032257176	0.059696759	0.029668166	0.038283456	0.016575154	0.04048399	0.057465157	0.023918891
Rbbp8nl	na	0	0	0	0	0	0	0	0
Gata5	na	0.000225008	0.001932542	0	0.000735273	0.000738999	0	0	0.000577876
Gata5os	na	0	0	0	0	0	0	0	0
B230312C02Rik	na	0.001647775	0.002870655	0.009041525	0.005613154	0.001233462	0.004010158	0.002177381	0.011283536
Slco4a1	na	0.001168169	0.000847575	0	0	0	0.002789237	0.000873699	0.000638039
Ntsr1	na	0	0.000417208	0	0	0	0	0	0
Mrgbp	na	0.098093626	0.120281321	0.098127819	0.098584834	0.075433728	0.108682326	0.126735645	0.096896321
Ogfr	na	0.11898285	0.103798853	0.03443418	0.121548233	0.059808771	0.050359224	0.055044701	0.037461504
Col9a3	na	0.015033003	0.006560447	0.009227021	0.008077231	0.023092698	0.029549132	0.013155449	0.02548329
Tcfl5	na	0.001086305	0.001125532	0.000403096	0	0	0	0	0.000618661
Dido1	na	0.222076577	0.273071801	0.201252618	0.17928686	0.153865298	0.219125228	0.219940229	0.18264164
Gid8	na	0.104416068	0.12832917	0.067265993	0.108436496	0.093625313	0.055286075	0.07447982	0.065495928
Slc17a9	na	0.042750846	0.036429377	0.025882512	0.021840699	0.028560718	0.118853086	0.095867618	0.026965823
Bhlhe23	na	0	0	0	0	0	0	0	0
Gm14340	na	0	0	0	0.000743438	0.000586243	0	0	0.000486818
Gm14342	na	0.007849977	0.005272186	0.014622291	0.004663496	0.006064066	0.005048146	0.006118321	0.020247113
Gm14344	na	0	0.0007336	0.003793717	0	0.001362534	0.000716916	0.001386141	0.003383884
Gm14339	na	0	0	0	0	0	0	0	0
Gm27032	na	0	0	0	0	0	0	0	0
Ythdf1	na	0.156031744	0.165391906	0.111682972	0.134543248	0.117177771	0.117903421	0.109815536	0.096440212
Birc7	na	0.000293882	0.000798208	0	0	0	0	0	0
Nkain4	na	0.016374359	0.014659022	0.010646442	0.018118536	0.029283867	0.00617419	0.015770742	0.015563552
Gm14341	na	0.001522291	0.000564983	0.000668651	0.001928889	0.000486984	0.00153323	0.001240643	0.001239293
Arfgap1	na	0.230154376	0.1734088	0.135211863	0.206317931	0.138983643	0.13685093	0.172494928	0.163692797
Col20a1	na	0.028252759	0.013576878	0.017695251	0.012446099	0.006656473	0.043921705	0.019971287	0.015121597
Chrna4	na	0.000375891	0	0	0	0.000418913	0.000343994	0	0.00050069
Kcnq2	na	0.000609266	0	0.000498818	0	0.001015188	0.000913317	0.001114379	0.001913333
Eef1a2	na	0.263675708	0.209488347	0.185806084	0.329856784	0.23776464	0.133544099	0.125702452	0.186119431
Ppdpf	na	0.1725699	0.173031422	0.055128273	0.203583918	0.118180486	0.024478479	0.068035914	0.071061653
Ptk6	na	0	0	0	0	0	0.001307572	0	0
Srms	na	0.000275029	0	0.000401142	0	0.000553245	0.001647452	0	0
BC051628	na	0.000382206	0	0	0	0	0	0	0
Helz2	na	0.01839021	0.018019341	0.009379573	0.013678978	0.008497495	0.009739845	0.018102623	0.008723296
Gmeb2	na	0.16706693	0.172272728	0.119208314	0.092920192	0.084690766	0.189227401	0.169025249	0.106666261
Stmn3	na	0.010232524	0.005250827	0.002022823	0.004523016	0.011026169	0.001642326	0.005602105	0.010317897
Rtel1	na	0.115305849	0.081578104	0.077959603	0.076440614	0.108151662	0.085860268	0.109035663	0.08130728
Arfrp1	na	0.223922859	0.222010971	0.208811951	0.211409489	0.133369186	0.20557775	0.246546187	0.196194858
Zgpat	na	0.048020337	0.040343659	0.050760275	0.061476887	0.055754327	0.048068173	0.049882651	0.073790632
Lime1	na	0	0	0	0	0	0	0	0
Zbtb46	na	0.09849654	0.110208781	0.046659785	0.050402686	0.046314233	0.095642471	0.075641186	0.039546246
Abhd16b	na	0	0	0	0	0	0	0	0
Tpd52l2	na	0.217433641	0.222765419	0.217605599	0.225813147	0.143692112	0.155898414	0.187884239	0.178461013
Dnajc5	na	0.427514344	0.431745546	0.261350558	0.306643853	0.225118218	0.335113826	0.303284727	0.207490345
Uckl1	na	0.120011225	0.115454444	0.085524399	0.121071176	0.068288042	0.077364741	0.091041438	0.077343993
Uckl1os	na	0.058626997	0.043224302	0.039675498	0.04378224	0.037169443	0.0270744	0.047087232	0.033649661
Zfp512b	na	0.00805873	0.00295065	0.011515125	0.003155139	0.008902608	0.000947937	0.006109245	0.006666256
Prpf6	na	0.203096998	0.19756663	0.167966186	0.177834756	0.152040586	0.146271942	0.173076254	0.196823713
Samd10	na	0.011997031	0.02041304	0.003486427	0.013350213	0.010866174	0.007403646	0.005893088	0.009824852
RP23-138J20.8	na	0	0.00114163	0.001551297	0	0	0.00049986	0.000840815	0.000576259
Sox18	na	0.027639187	0.048723496	0.004849947	0.00980558	0.012837778	0.016171967	0.022451872	0.009849727
Tcea2	na	0.014232097	0.017479838	0.011636107	0.015487248	0.009586174	0.012692741	0.01436155	0.010860142
Rgs19	na	0.031034526	0.020521256	0.004115502	0.026154377	0.014641652	0.008260076	0.017565177	0.007301991
Lkaaear1	na	0	0	0	0	0	0	0	0
Oprl1	na	0.001186598	0.00023033	0.000733694	0	0	0	0	0
Myt1	na	0	0	0.000770062	0.000719755	0.00120798	0.000499535	0.00073935	0.000592556
Pcmtd2	na	0.132198083	0.189198846	0.121779641	0.145032393	0.078510284	0.11848205	0.150225924	0.113836327
Polr3k	na	0.064954307	0.070501631	0.013146308	0.063751405	0.07030386	0.019679021	0.030227691	0.026309692
Gm14496	na	0.00010514	0.001404174	0.003994077	0.003469239	0.003167777	0.002086007	0.001942736	0.004095416
Gm21950	na	0	0	0	0	0	0	0	0
Gm21364	na	0	0	0	0	0	0	0	0
Gm14346	na	0	0	0	0	0	0	0	0
Gm14345	na	0	0	0	0	0	0	0	0
Gm14351	na	0	0	0	0	0	0	0	0
Gm3701	na	0	0	0	0	0	0	0	0
Gm3706	na	0	0	0	0	0	0	0	0
Gm14347	na	0	0	0	0	0	0	0	0
Gm10921	na	0	0	0	0	0	0	0	0
Gm10922	na	0	0	0	0	0	0	0	0
Gm3750	na	0	0	0	0	0	0	0	0
Gm3763	na	0	0	0	0	0	0	0	0
Mycs	na	0	0	0	0	0	0	0	0
Gm14374	na	0	0	0	0	0	0	0	0
Nudt11	na	0.006912047	0.006792746	0.000540826	0.00833033	0.001907669	0	0.001986142	0.00064771
AU022751	na	0	0	0	0.000880404	0	0	0	0
Nudt10	na	0.001291421	0.001349588	0.00195431	0.002748811	0.004258827	0.001489784	0.001488262	0.002307895
Bmp15	na	0	0.000473081	0	0	0	0	0	0
Shroom4	na	0.179207263	0.167121154	0.063719168	0.102794186	0.099562015	0.11537057	0.065758114	0.083810138
Dgkk	na	0.010149318	0.005677383	0.002143833	0.005820509	0.003546641	0.003996498	0.003699872	0.00181899
Ccnb3	na	0.005989979	0.00365268	0.009661159	0.004537489	0.003487363	0.000449198	0.002320153	0.004135066
Akap4	na	0	0	0	0	0.000345009	0	0	0
Clcn5	na	0.347861852	0.272543878	0.056390217	0.217205187	0.172640718	0.17885787	0.170300585	0.091669938
Usp27x	na	0.003008903	0.003427542	0	0.003136381	0	0.000570318	0.001517948	0
Ppp1r3f	na	0.014221733	0.012625864	0.012502689	0.014252892	0.011584325	0.017382784	0.008479315	0.007346391
Ppp1r3fos	na	0.000429467	0.001507046	0.001329319	0.000742979	0	0	0	0
Foxp3	na	0.000632452	0.000671924	0	0.000380395	0.000561425	0	0	0.00075879
Ccdc22	na	0.040755016	0.036922109	0.011949351	0.03253548	0.017958575	0.027347131	0.033591347	0.011502483
Cacna1f	na	0.00040462	0.00070852	0.000508232	0	0.000628935	0	0	0
Syp	na	0.006674773	0.008544546	0.004009678	0.009881967	0.00668711	0.002544406	0.003008142	0.008094119
Gm14703	na	0.005915852	0.006229539	0.013084728	0.005204908	0.00730567	0.004649792	0.006001276	0.007122479
Prickle3	na	0.05089957	0.071828873	0.088630725	0.047218872	0.024346308	0.050570336	0.08830645	0.071413991
Plp2	na	0.144446874	0.14835698	0.021882949	0.094429501	0.053234636	0.022206499	0.033256435	0.021473818
Magix	na	0.004945304	0.004494869	0.013328798	0.002878849	0.003234006	0.002763474	0.011726433	0.019996741
Gpkow	na	0.09946168	0.090093351	0.082084426	0.087206624	0.07742778	0.064287996	0.077577935	0.073874633
Wdr45	na	0.003197281	0	0.00458641	0.002060103	0.001090697	0.001542334	0.000530691	0.004812579
RP23-109E24.10	na	0	0	0	0	0	0	0	0
Praf2	na	0.027641044	0.026717359	0.002872362	0.016391829	0.018992266	0.004734352	0.010286862	0.004773434
Ccdc120	na	0.006024897	0.004036653	0.004169631	0.002707342	0.003879629	0.00846839	0.00537614	0.004347288
Tfe3	na	0.059135148	0.053432041	0.036139217	0.04332829	0.026479005	0.035229835	0.050294124	0.041158268
Gripap1	na	0.177132022	0.204519222	0.150882225	0.150081173	0.130610758	0.146263012	0.232760157	0.143804258
Kcnd1	na	0.002312803	0.002108681	0.001802069	0.000678639	0.001332941	0.001677939	0.006609171	0.003229121
Otud5	na	0.122421994	0.127267785	0.076795902	0.089357652	0.059253639	0.104741471	0.102980899	0.08904195
Pim2	na	0.016328764	0.017896511	0.010565657	0.016692859	0.009901211	0.017266278	0.012231542	0.013532009
Slc35a2	na	0.088724731	0.08519383	0.047516309	0.096530797	0.062347817	0.051930567	0.059576749	0.054762092
Pqbp1	na	0.087766424	0.080838484	0.027703343	0.081234065	0.055163788	0.023388245	0.04010856	0.025702552
Timm17b	na	0.133869466	0.141487286	0.027699614	0.128145309	0.092622253	0.022479988	0.032790632	0.031250589
Gm10491	na	0.000228174	0	0	0	0	0	0	0.000205929
Gm10490	na	0	0.001155145	0	0	0	0	0	0
Pcsk1n	na	0	0.000665694	0	0	0	0	0	0
Eras	na	0.000466859	0.000765426	0.001896733	0	0.002261084	0.003551318	0	0.00191154
Hdac6	na	0.079174642	0.102652807	0.038373044	0.053932673	0.03688069	0.08387759	0.063049629	0.037671946
Gata1	na	0.005638756	0.004348556	0.007529494	0.004234849	0.004937063	0.007376882	0.005230823	0.014390082
Glod5	na	0.003836181	0.002994261	0.007714023	0.004834621	0.003417604	0.00339499	0.002755686	0.009730123
Gm14820	na	0.179286565	0.143465293	0.050912116	0.188208013	0.091175446	0.024855996	0.032045137	0.051389114
Suv39h1	na	0.01771642	0.030274574	0.010172839	0.029639162	0.016097665	0.011233271	0.011978169	0.007631626
Was	na	0.00246643	0.003302798	0	0.004951626	0.003314178	0.002040881	0.002556297	0.002365167
Wdr13	na	0.163199922	0.192242905	0.104511132	0.138533645	0.086837302	0.136459947	0.151875395	0.095836527
Rbm3	na	0.049475781	0.036862445	0.036769789	0.04117098	0.035998011	0.040599152	0.033237695	0.036980287
Rbm3os	na	0.001478004	0.000794726	0.00052951	0.003903968	0.00098817	0.001536568	0.000367036	0.000598385
Tbc1d25	na	0.0601242	0.053754994	0.056004269	0.041953868	0.039252516	0.041883957	0.042449432	0.060179168
Ebp	na	0.066576114	0.06727129	0.015444887	0.098525398	0.076646228	0.019025375	0.029510752	0.029070308
Porcn	na	0.018082781	0.013033636	0.01000921	0.017583452	0.005937203	0.013464222	0.009966693	0.010362912
Ftsj1	na	0.036696958	0.036097575	0.023511294	0.032772104	0.023020311	0.021846212	0.028799158	0.032870576
Slc38a5	na	0.002353922	0.004941997	0.000605656	0.016651537	0.013995013	0	0.001626377	0.000515353
Ssxb10	na	0	0	0	0	0	0	0	0
Ssxb9	na	0	0	0	0	0	0	0	0
Ssxb1	na	0	0	0	0	0	0	0	0
Ssxb2	na	0	0	0	0	0	0	0	0
Gm14459	na	0	0	0	0	0	0	0	0.001343743
Ssxb6	na	0	0	0	0	0	0	0	0
Ssxb3	na	0	7.74E-05	0.001209552	0	0	0	0	0.000447506
Ssxb8	na	0	0	0	0	0	0	0	0
Ssx9	na	0	0	0	0	0	0	0	0
Ssxb5	na	0	0.001465624	0.002339776	0.00123572	0.000595664	0	0.00060605	0.000447506
Gm6592	na	0.000554746	0	0	0	0	0	0	0
Gm5751	na	0.000475157	0.000687497	0	0	0	0	0	0
B630019K06Rik	na	0.002924906	0.005803987	0.001749306	0.00566686	0.002113164	0.000629185	0.002059837	0.003383337
Fthl17b	na	0	0	0	0	0	0	0	0
Fthl17c	na	0	0	0	0	0	0	0	0
Fthl17d	na	0	0	0	0	0	0	0	0
Fthl17e	na	0	0	0	0	0	0	0	0
Fthl17f	na	0	0	0	0	0	0	0	0
4930402K13Rik	na	0	0	0	0	0	0	0	0
Lancl3	na	0.086882286	0.049412096	0.019465686	0.028208655	0.03873936	0.088752857	0.039405325	0.030995473
Gm14862	na	0.00179829	0	0	0	0	0.000358618	0	0.000988873
Xk	na	0.04325354	0.045321878	0.029982785	0.031887861	0.029074914	0.033184902	0.027399486	0.020208216
1700012L04Rik	na	0	0	0	0	0	0	0	0
Gm14501	na	0	0	0	0	0	0	0	0
Cybb	na	0.014420327	0.030921039	0.004079763	0.02407109	0.019240515	0.011006139	0.019175025	0.002813703
Gm5132	na	0	0	0	0	0	0	0	0
Dynlt3	na	0.1306137	0.158929149	0.057182514	0.13105154	0.084347888	0.044179688	0.07568424	0.053781555
Hypm	na	0	0	0	0	0	0	0	0
4930557A04Rik	na	0	0	0	0	0	0	0	0
Sytl5	na	0.009488882	0.007457951	0.015006239	0.007285358	0.006607206	0.006142169	0.010255036	0.012390779
Srpx	na	0.026121271	0.031089152	0.004018437	0.042773157	0.031621922	0.003377971	0.020231122	0.007223949
Rpgr	na	0.078304406	0.082829794	0.073996851	0.066709613	0.07016655	0.067614136	0.078681227	0.063241064
Otc	na	0.00189774	0.001858534	0.001731295	0.004585982	0.001062549	0.001270039	0.000632501	0.000966762
Tspan7	na	0.204424448	0.256945243	0.084062245	0.196400815	0.125878394	0.159376363	0.129988664	0.106462264
Gm10489	na	0.006887249	0.004253877	0.003902051	0.003362443	0.002294959	0.005095045	0.001176516	0.001843684
Mid1ip1	na	0.055743982	0.053626905	0.035987532	0.058541624	0.034386031	0.026706443	0.022333423	0.0317259
Gm14493	na	0	0.000531875	0	0	0.000367718	0	0.000517924	0
Gm14483	na	0	0	0	0	0	0	0	0
Gm14474	na	0	0	0	0	0	0	0	0
Gm14477	na	0	0	0	0	0	0	0	0
Gm14476	na	0	0	0	0	0	0	0	0
Gm14484	na	0	0	0	0	0	0	0	0
Gm14479	na	0	0	0	0	0	0	0	0
Gm14482	na	0	0	0	0	0	0	0	0
Gm14478	na	0	0	0	0	0	0	0	0
Gm14475	na	0	0	0	0	0	0	0	0
Gm4906	na	0	0	0	0	0	0	0	0
Bcor	na	0.318421519	0.323660148	0.203588998	0.234420158	0.20412791	0.31338952	0.201045575	0.188922372
Gm14635	na	0	0.000532965	0.001002404	0.000652107	0.002148421	0.001045248	0	0.00318107
Atp6ap2	na	0.141060331	0.179863652	0.058039917	0.203241628	0.148819673	0.069765475	0.10746426	0.076119488
1810030O07Rik	na	0.060929719	0.090301173	0.047541188	0.072335456	0.044137043	0.062775716	0.06535781	0.056084938
Med14	na	0.320940523	0.328775414	0.208197423	0.254976809	0.218291777	0.231022311	0.302656811	0.216955219
Usp9x	na	0.596794561	0.609348698	0.309816312	0.420025997	0.328037869	0.489023242	0.458145709	0.295840541
2010308F09Rik	na	0.003028443	0.003939793	0.000513839	0.002898351	0.001438545	0.003324652	0.00347547	0.003644886
Ddx3x	na	0.472573378	0.550541518	0.149128846	0.399770773	0.218823569	0.266911993	0.23932039	0.127878932
Nyx	na	0.000642376	0.002798013	0.001875657	0	0	0.000946321	0.001660967	0.000693104
Cask	na	0.510601134	0.364711825	0.205595024	0.333790083	0.415426315	0.358839533	0.284283952	0.26125102
Gpr34	na	0.003165228	0.004510904	0.002251106	0.007628002	0.010440755	0.001170536	0.003543768	0.000739435
Gpr82	na	0	0.000475766	0	0.001018918	0	0.000602991	0	0
Gm5382	na	0	0	0	0	0	0	0	0
Gm14505	na	0.000551367	0.000144316	0.002401608	0	0.001158453	0.000914847	0.001835065	0.00204843
Drr1	na	0.005994981	0.009631784	0.017713568	0.003041385	0.003915303	0.009831265	0.015763639	0.008494278
Cypt1	na	0	0	0	0	0	0	0	0
Maoa	na	0.039742659	0.034162001	0.008823793	0.018392548	0.013181998	0.01304149	0.014681865	0.012270363
Maob	na	0.015558157	0.036209572	0.023557186	0.028465057	0.015441484	0.011334973	0.017716494	0.023424787
Ndp	na	0.000620503	0.001212875	0.000814946	0.002802592	0.000416324	0.001183053	0.000774718	0
Efhc2	na	0.013395819	0.014744936	0.039320731	0.008213659	0.007416025	0.012225729	0.013345068	0.047579486
Fundc1	na	0.076932232	0.07793643	0.036641489	0.086514258	0.059676183	0.033170669	0.046284359	0.03630631
Dusp21	na	0	0	0	0	0	0	0	0
